t,value
1609256113,0.20603099730458221
1609256413,0.20603099730458221
1609256713,0.20603099730458221
1609257013,0.20603099730458221
1609257313,0.20603099730458221
1609257613,0.20603099730458221
1609257913,0.20603099730458221
1609258213,0.20603099730458221
1609258513,0.20603099730458221
1609258813,0.20603099730458221
1609259113,0.20603099730458221
1609259413,0.20603099730458221
1609259713,0.20603099730458221
1609260013,0.20603099730458221
1609260313,0.20603099730458221
1609260613,0.20603099730458221
1609260913,0.20603099730458221
1609261213,0.20603099730458221
1609261513,0.20603099730458221
1609261813,0.20603099730458221
1609262113,0.20603099730458221
1609262413,0.20603099730458221
1609262713,0.20603099730458221
1609263013,0.20603099730458221
1609263313,0.20603099730458221
1609263613,0.20603099730458221
1609263913,0.20603099730458221
1609264213,0.20603099730458221
1609264513,0.20603099730458221
1609264813,0.20603099730458221
1609265113,0.20603099730458221
1609265413,0.20603099730458221
1609265713,0.20603099730458221
1609266013,0.20603099730458221
1609266313,0.20603099730458221
1609266613,0.20603099730458221
1609266913,0.20603099730458221
1609267213,0.20603099730458221
1609267513,0.20603099730458221
1609267747,0.20603099730458221
1609267747,0.20603099730458221
